subject,condition,n,A_yes1yes2,B_yes1no2,C_no1yes2,D_no1no2,p_yes1,p_yes2,Q_reported_smoothed,Q_unsmoothed,resolution,n_alt_combinations,note
5,SameItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
5,DifferentItem,6.0,4.0,2.0,0.0,0.0,1.0,0.6666666666666666,0.285714,,A: sum(n)=25 and rl identity satisfied,1,
5,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
5,ItemPair,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
5,PairItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
5,RepeatedLure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
6,SameItem,6.0,5.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.571429,,A: sum(n)=25 and rl identity satisfied,1,
6,DifferentItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,
6,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
6,ItemPair,7.0,4.0,2.0,1.0,0.0,0.8571428571428571,0.7142857142857143,-0.25,-1.0,A: sum(n)=25 and rl identity satisfied,1,
6,PairItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
6,RepeatedLure,0.0,0.0,0.0,0.0,0.0,,,0.0,,A: sum(n)=25 and rl identity satisfied,1,n=0: no items in this condition this cycle
7,SameItem,6.0,4.0,0.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8,1.0,C: fell back to per-condition solve,0,
7,DifferentItem,6.0,5.0,1.0,0.0,0.0,1.0,0.8333333333333334,0.571429,,C: fell back to per-condition solve,0,
7,IntactPair,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,,C: fell back to per-condition solve,0,
7,ItemPair,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.875,,C: fell back to per-condition solve,0,
7,PairItem,6.0,5.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.571429,,C: fell back to per-condition solve,0,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
7,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,C: fell back to per-condition solve,0,
8,SameItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,
8,DifferentItem,5.0,3.0,1.0,0.0,1.0,0.8,0.6,0.75,1.0,A: sum(n)=25 and rl identity satisfied,1,
8,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
8,ItemPair,9.0,8.0,0.0,1.0,0.0,0.8888888888888888,1.0,0.7,,A: sum(n)=25 and rl identity satisfied,1,
8,PairItem,5.0,4.0,0.0,1.0,0.0,0.8,1.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
8,RepeatedLure,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
9,SameItem,5.0,3.0,1.0,0.0,1.0,0.8,0.6,0.75,1.0,A: sum(n)=25 and rl identity satisfied,1,
9,DifferentItem,6.0,4.0,2.0,0.0,0.0,1.0,0.6666666666666666,0.285714,,A: sum(n)=25 and rl identity satisfied,1,
9,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
9,ItemPair,7.0,6.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.625,,A: sum(n)=25 and rl identity satisfied,1,
9,PairItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
9,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
10,SameItem,6.0,4.0,0.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8,1.0,A: sum(n)=25 and rl identity satisfied,1,
10,DifferentItem,5.0,1.0,1.0,1.0,2.0,0.4,0.4,0.25,0.3333333333333333,A: sum(n)=25 and rl identity satisfied,1,
10,IntactPair,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
10,ItemPair,7.0,4.0,1.0,2.0,0.0,0.7142857142857143,0.8571428571428571,-0.25,-1.0,A: sum(n)=25 and rl identity satisfied,1,
10,PairItem,6.0,3.0,2.0,1.0,0.0,0.8333333333333334,0.6666666666666666,-0.363636,-1.0,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
10,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
11,SameItem,5.0,3.0,2.0,0.0,0.0,1.0,0.6,0.166667,,A: sum(n)=25 and rl identity satisfied,1,
11,DifferentItem,5.0,3.0,1.0,0.0,1.0,0.8,0.6,0.75,1.0,A: sum(n)=25 and rl identity satisfied,1,
11,IntactPair,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
11,ItemPair,8.0,7.0,0.0,0.0,1.0,0.875,0.875,0.956522,1.0,A: sum(n)=25 and rl identity satisfied,1,
11,PairItem,6.0,5.0,1.0,0.0,0.0,1.0,0.8333333333333334,0.571429,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
11,RepeatedLure,3.0,1.0,0.0,0.0,2.0,0.3333333333333333,0.3333333333333333,0.875,1.0,A: sum(n)=25 and rl identity satisfied,1,
12,SameItem,4.0,2.0,0.0,1.0,1.0,0.5,0.75,0.666667,1.0,C: fell back to per-condition solve,0,
12,DifferentItem,5.0,0.0,2.0,1.0,2.0,0.4,0.2,-0.5,-1.0,C: fell back to per-condition solve,0,
12,IntactPair,2.0,1.0,0.0,1.0,0.0,0.5,1.0,0.0,,C: fell back to per-condition solve,0,
12,ItemPair,8.0,3.0,1.0,2.0,2.0,0.5,0.625,0.4,0.5,C: fell back to per-condition solve,0,
12,PairItem,,,,,,,,0.590909,,C: fell back to per-condition solve,0,no consistent 2x2 table
12,RepeatedLure,3.0,1.0,0.0,0.0,2.0,0.3333333333333333,0.3333333333333333,0.875,1.0,C: fell back to per-condition solve,0,
13,SameItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,
13,DifferentItem,6.0,4.0,1.0,1.0,0.0,0.8333333333333334,0.8333333333333334,0.0,-1.0,A: sum(n)=25 and rl identity satisfied,1,
13,IntactPair,2.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,,A: sum(n)=25 and rl identity satisfied,1,
13,ItemPair,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.875,,A: sum(n)=25 and rl identity satisfied,1,
13,PairItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
13,RepeatedLure,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
14,SameItem,5.0,3.0,0.0,2.0,0.0,0.6,1.0,0.166667,,A: sum(n)=25 and rl identity satisfied,1,
14,DifferentItem,5.0,1.0,3.0,1.0,0.0,0.8,0.4,-0.75,-1.0,A: sum(n)=25 and rl identity satisfied,1,
14,IntactPair,1.0,0.0,1.0,0.0,0.0,1.0,0.0,-0.5,,A: sum(n)=25 and rl identity satisfied,1,
14,ItemPair,8.0,5.0,0.0,2.0,1.0,0.625,0.875,0.736842,1.0,A: sum(n)=25 and rl identity satisfied,1,
14,PairItem,6.0,4.0,1.0,0.0,1.0,0.8333333333333334,0.6666666666666666,0.8,1.0,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
14,RepeatedLure,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
15,SameItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,
15,DifferentItem,6.0,5.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.571429,,A: sum(n)=25 and rl identity satisfied,1,
15,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
15,ItemPair,8.0,8.0,0.0,0.0,0.0,1.0,1.0,0.888889,,A: sum(n)=25 and rl identity satisfied,1,
15,PairItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
15,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
16,SameItem,4.0,2.0,0.0,0.0,2.0,0.5,0.5,0.923077,1.0,A: sum(n)=25 and rl identity satisfied,1,
16,DifferentItem,5.0,4.0,0.0,1.0,0.0,0.8,1.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
16,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
16,ItemPair,8.0,7.0,0.0,0.0,1.0,0.875,0.875,0.956522,1.0,A: sum(n)=25 and rl identity satisfied,1,
16,PairItem,5.0,3.0,2.0,0.0,0.0,1.0,0.6,0.166667,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
16,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
17,SameItem,6.0,2.0,0.0,2.0,2.0,0.3333333333333333,0.6666666666666666,0.666667,1.0,A: sum(n)=25 and rl identity satisfied,1,
17,DifferentItem,5.0,1.0,1.0,2.0,1.0,0.4,0.6,-0.25,-0.3333333333333333,A: sum(n)=25 and rl identity satisfied,1,
17,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
17,ItemPair,7.0,4.0,0.0,0.0,3.0,0.5714285714285714,0.5714285714285714,0.96875,1.0,A: sum(n)=25 and rl identity satisfied,1,
17,PairItem,5.0,3.0,1.0,0.0,1.0,0.8,0.6,0.75,1.0,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
17,RepeatedLure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
18,SameItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,
18,DifferentItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,
18,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
18,ItemPair,8.0,5.0,0.0,3.0,0.0,0.625,1.0,0.222222,,A: sum(n)=25 and rl identity satisfied,1,
18,PairItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
18,RepeatedLure,3.0,0.0,0.0,2.0,1.0,0.0,0.6666666666666666,-0.25,,A: sum(n)=25 and rl identity satisfied,1,
19,SameItem,6.0,4.0,1.0,1.0,0.0,0.8333333333333334,0.8333333333333334,0.0,-1.0,A: sum(n)=25 and rl identity satisfied,1,
19,DifferentItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,
19,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
19,ItemPair,7.0,6.0,1.0,0.0,0.0,1.0,0.8571428571428571,0.625,,A: sum(n)=25 and rl identity satisfied,1,
19,PairItem,5.0,4.0,0.0,1.0,0.0,0.8,1.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
19,RepeatedLure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
20,SameItem,5.0,4.0,0.0,0.0,1.0,0.8,0.8,0.928571,1.0,A: sum(n)=25 and rl identity satisfied,2,
20,DifferentItem,5.0,4.0,0.0,1.0,0.0,0.8,1.0,0.5,,A: sum(n)=25 and rl identity satisfied,2,
20,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,2,
20,ItemPair,7.0,6.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.625,,A: sum(n)=25 and rl identity satisfied,2,
20,PairItem,5.0,4.0,1.0,0.0,0.0,1.0,0.8,0.5,,A: sum(n)=25 and rl identity satisfied,2,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
20,RepeatedLure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,2,
21,SameItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,
21,DifferentItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,
21,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
21,ItemPair,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.875,,A: sum(n)=25 and rl identity satisfied,1,
21,PairItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
21,RepeatedLure,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
22,SameItem,5.0,3.0,0.0,1.0,1.0,0.6,0.8,0.75,1.0,C: fell back to per-condition solve,0,
22,DifferentItem,5.0,2.0,2.0,1.0,0.0,0.8,0.6,-0.5,-1.0,C: fell back to per-condition solve,0,
22,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,C: fell back to per-condition solve,0,
22,ItemPair,8.0,5.0,2.0,1.0,0.0,0.875,0.75,-0.153846,-1.0,C: fell back to per-condition solve,0,
22,PairItem,,,,,,,,0.285714,,C: fell back to per-condition solve,0,no consistent 2x2 table
22,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,C: fell back to per-condition solve,0,
23,SameItem,5.0,3.0,1.0,0.0,1.0,0.8,0.6,0.75,1.0,A: sum(n)=25 and rl identity satisfied,1,
23,DifferentItem,4.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,0.0,A: sum(n)=25 and rl identity satisfied,1,
23,IntactPair,3.0,2.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.875,1.0,A: sum(n)=25 and rl identity satisfied,1,
23,ItemPair,8.0,6.0,0.0,2.0,0.0,0.75,1.0,0.444444,,A: sum(n)=25 and rl identity satisfied,1,
23,PairItem,5.0,1.0,1.0,2.0,1.0,0.4,0.6,-0.25,-0.3333333333333333,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
23,RepeatedLure,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
24,SameItem,7.0,6.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.625,,C: fell back to per-condition solve,0,n=7 exceeds design slot 6
24,DifferentItem,5.0,4.0,1.0,0.0,0.0,1.0,0.8,0.5,,C: fell back to per-condition solve,0,
24,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,C: fell back to per-condition solve,0,
24,ItemPair,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.875,,C: fell back to per-condition solve,0,
24,PairItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,C: fell back to per-condition solve,0,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
24,RepeatedLure,0.0,0.0,0.0,0.0,0.0,,,0.0,,C: fell back to per-condition solve,0,n=0: no items in this condition this cycle
25,SameItem,6.0,4.0,0.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8,1.0,A: sum(n)=25 and rl identity satisfied,1,
25,DifferentItem,6.0,1.0,3.0,1.0,1.0,0.6666666666666666,0.3333333333333333,-0.4,-0.5,A: sum(n)=25 and rl identity satisfied,1,
25,IntactPair,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,,A: sum(n)=25 and rl identity satisfied,1,
25,ItemPair,7.0,5.0,0.0,1.0,1.0,0.7142857142857143,0.8571428571428571,0.833333,1.0,A: sum(n)=25 and rl identity satisfied,1,
25,PairItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
25,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
26,SameItem,4.0,3.0,1.0,0.0,0.0,1.0,0.75,0.4,,A: sum(n)=25 and rl identity satisfied,1,
26,DifferentItem,5.0,2.0,3.0,0.0,0.0,1.0,0.4,-0.166667,,A: sum(n)=25 and rl identity satisfied,1,
26,IntactPair,3.0,2.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.875,1.0,A: sum(n)=25 and rl identity satisfied,1,
26,ItemPair,9.0,5.0,1.0,0.0,3.0,0.6666666666666666,0.5555555555555556,0.925,1.0,A: sum(n)=25 and rl identity satisfied,1,
26,PairItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
26,RepeatedLure,2.0,0.0,0.0,2.0,0.0,0.0,1.0,-0.666667,,A: sum(n)=25 and rl identity satisfied,1,
27,SameItem,5.0,2.0,0.0,2.0,1.0,0.4,0.8,0.5,1.0,A: sum(n)=25 and rl identity satisfied,1,
27,DifferentItem,5.0,3.0,2.0,0.0,0.0,1.0,0.6,0.166667,,A: sum(n)=25 and rl identity satisfied,1,
27,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
27,ItemPair,7.0,6.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.625,,A: sum(n)=25 and rl identity satisfied,1,
27,PairItem,5.0,4.0,0.0,0.0,1.0,0.8,0.8,0.928571,1.0,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
27,RepeatedLure,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-0.5,,A: sum(n)=25 and rl identity satisfied,1,
28,SameItem,6.0,4.0,0.0,1.0,1.0,0.6666666666666666,0.8333333333333334,0.8,1.0,A: sum(n)=25 and rl identity satisfied,1,
28,DifferentItem,5.0,2.0,2.0,1.0,0.0,0.8,0.6,-0.5,-1.0,A: sum(n)=25 and rl identity satisfied,1,
28,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
28,ItemPair,8.0,5.0,0.0,3.0,0.0,0.625,1.0,0.222222,,A: sum(n)=25 and rl identity satisfied,1,
28,PairItem,3.0,1.0,2.0,0.0,0.0,1.0,0.3333333333333333,-0.25,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
28,RepeatedLure,0.0,0.0,0.0,0.0,0.0,,,0.0,,A: sum(n)=25 and rl identity satisfied,1,n=0: no items in this condition this cycle
29,SameItem,6.0,6.0,0.0,0.0,0.0,1.0,1.0,0.857143,,A: sum(n)=25 and rl identity satisfied,2,
29,DifferentItem,4.0,2.0,2.0,0.0,0.0,1.0,0.5,0.0,,A: sum(n)=25 and rl identity satisfied,2,
29,IntactPair,3.0,2.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.875,1.0,A: sum(n)=25 and rl identity satisfied,2,
29,ItemPair,8.0,7.0,0.0,0.0,1.0,0.875,0.875,0.956522,1.0,A: sum(n)=25 and rl identity satisfied,2,
29,PairItem,4.0,2.0,1.0,0.0,1.0,0.75,0.5,0.666667,1.0,A: sum(n)=25 and rl identity satisfied,2,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
29,RepeatedLure,0.0,0.0,0.0,0.0,0.0,,,0.0,,A: sum(n)=25 and rl identity satisfied,2,n=0: no items in this condition this cycle
30,SameItem,4.0,2.0,0.0,1.0,1.0,0.5,0.75,0.666667,1.0,A: sum(n)=25 and rl identity satisfied,1,
30,DifferentItem,6.0,1.0,4.0,1.0,0.0,0.8333333333333334,0.3333333333333333,-0.8,-1.0,A: sum(n)=25 and rl identity satisfied,1,
30,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
30,ItemPair,8.0,5.0,2.0,1.0,0.0,0.875,0.75,-0.153846,-1.0,A: sum(n)=25 and rl identity satisfied,1,
30,PairItem,5.0,2.0,2.0,1.0,0.0,0.8,0.6,-0.5,-1.0,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
30,RepeatedLure,3.0,0.0,0.0,1.0,2.0,0.0,0.3333333333333333,0.25,,A: sum(n)=25 and rl identity satisfied,1,
31,SameItem,5.0,4.0,1.0,0.0,0.0,1.0,0.8,0.5,,A: sum(n)=25 and rl identity satisfied,1,
31,DifferentItem,5.0,3.0,1.0,1.0,0.0,0.8,0.8,-0.125,-1.0,A: sum(n)=25 and rl identity satisfied,1,
31,IntactPair,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
31,ItemPair,8.0,6.0,1.0,0.0,1.0,0.875,0.75,0.857143,1.0,A: sum(n)=25 and rl identity satisfied,1,
31,PairItem,5.0,5.0,0.0,0.0,0.0,1.0,1.0,0.833333,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
31,RepeatedLure,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.666667,,A: sum(n)=25 and rl identity satisfied,1,
32,SameItem,4.0,4.0,0.0,0.0,0.0,1.0,1.0,0.8,,A: sum(n)=25 and rl identity satisfied,1,
32,DifferentItem,5.0,2.0,1.0,2.0,0.0,0.6,0.8,-0.5,-1.0,A: sum(n)=25 and rl identity satisfied,1,
32,IntactPair,3.0,3.0,0.0,0.0,0.0,1.0,1.0,0.75,,A: sum(n)=25 and rl identity satisfied,1,
32,ItemPair,7.0,6.0,0.0,1.0,0.0,0.8571428571428571,1.0,0.625,,A: sum(n)=25 and rl identity satisfied,1,
32,PairItem,6.0,5.0,0.0,1.0,0.0,0.8333333333333334,1.0,0.571429,,A: sum(n)=25 and rl identity satisfied,1,p_yes1 recovered from Q and p_yes2 (stored p1_pi unreliable)
