cycle,trial,phase,type,word1,word2,response,RT,correct,lag,serPos1,serPos2,subj,intactLag,prevResponse,prevRT
0,30,study,intact,couple,foot,-1,-1,-1,-1,31,31,101,0,0,0
0,31,study,intact,tiny,avoid,-1,-1,-1,-1,32,32,101,0,0,0
0,32,study,intact,hidden,island,-1,-1,-1,-1,33,33,101,0,0,0
0,33,study,intact,standing,advance,-1,-1,-1,-1,34,34,101,0,0,0
0,34,study,intact,doctor,contrast,-1,-1,-1,-1,35,35,101,0,0,0
0,35,study,intact,quarter,operation,-1,-1,-1,-1,36,36,101,0,0,0
0,36,study,intact,soldiers,talk,-1,-1,-1,-1,37,37,101,0,0,0
0,37,study,intact,telephone,dropped,-1,-1,-1,-1,38,38,101,0,0,0
0,38,study,intact,model,control,-1,-1,-1,-1,39,39,101,0,0,0
0,39,study,intact,post,thoughts,-1,-1,-1,-1,40,40,101,0,0,0
0,40,study,intact,detail,heavy,-1,-1,-1,-1,41,41,101,0,0,0
0,41,study,intact,account,path,-1,-1,-1,-1,42,42,101,0,0,0
0,42,study,intact,letter,bottle,-1,-1,-1,-1,43,43,101,0,0,0
0,43,study,intact,knees,deal,-1,-1,-1,-1,44,44,101,0,0,0
0,44,study,intact,city,finger,-1,-1,-1,-1,45,45,101,0,0,0
0,45,study,intact,inner,died,-1,-1,-1,-1,46,46,101,0,0,0
0,46,study,intact,opening,absence,-1,-1,-1,-1,47,47,101,0,0,0
0,47,study,intact,actor,variety,-1,-1,-1,-1,48,48,101,0,0,0
0,48,study,intact,shirt,various,-1,-1,-1,-1,49,49,101,0,0,0
0,49,study,intact,stick,tears,-1,-1,-1,-1,50,50,101,0,0,0
0,50,study,intact,free,throat,-1,-1,-1,-1,51,51,101,0,0,0
0,51,study,intact,circle,ahead,-1,-1,-1,-1,52,52,101,0,0,0
0,52,study,intact,carry,crowd,-1,-1,-1,-1,53,53,101,0,0,0
0,53,study,intact,busy,bound,-1,-1,-1,-1,54,54,101,0,0,0
0,54,study,intact,train,massive,-1,-1,-1,-1,55,55,101,0,0,0
0,55,study,intact,apply,flow,-1,-1,-1,-1,56,56,101,0,0,0
0,56,study,intact,others,useful,-1,-1,-1,-1,57,57,101,0,0,0
0,57,study,intact,anger,aware,-1,-1,-1,-1,58,58,101,0,0,0
0,58,study,intact,credit,push,-1,-1,-1,-1,59,59,101,0,0,0
0,-1,test,rearranged,waste,degree,0,2.312000036,1,2,12,10,101,0,0,0
0,0,test,rearranged,needed,able,0,3.542000055,1,1,27,28,101,0,0,0
0,1,test,rearranged,single,clean,0,2.084000111,1,3,3,6,101,0,0,0
0,2,test,rearranged,train,useful,0,1.66900003,1,2,55,57,101,0,0,0
0,3,test,rearranged,knees,various,0,2.325999975,1,5,44,49,101,0,0,0
0,4,test,intact,skin,careful,1,1.406999946,1,-1,1,1,101,0,0,0
0,5,test,intact,doctor,contrast,0,4.056000233,0,-1,35,35,101,34,1,1
0,6,test,rearranged,critical,system,0,3.365999937,1,3,8,5,101,0,0,0
0,7,test,intact,homes,fuel,1,2.499000072,1,-1,29,29,101,0,0,0
0,8,test,intact,liked,tone,1,1.608999968,1,-1,19,19,101,-10,1,2
0,9,test,intact,notice,explain,1,1.351999998,1,-1,23,23,101,4,1,1
0,10,test,rearranged,absolute,forth,1,2.632999897,0,4,14,18,101,0,0,0
0,11,test,rearranged,travel,concern,0,2.342999935,1,2,10,12,101,0,0,0
0,12,test,rearranged,else,foods,0,3.637000084,1,1,28,27,101,0,0,0
0,13,test,intact,crisis,empty,1,1.493000031,1,-1,21,21,101,0,0,0
0,14,test,intact,ability,cold,1,1.654000044,1,-1,26,26,101,5,1,1
0,15,test,intact,letter,bottle,1,1.011999965,1,-1,43,43,101,17,1,1
0,16,test,rearranged,anger,push,0,1.016000032,1,1,58,59,101,0,0,0
0,17,test,intact,separate,learn,1,5.955999851,1,-1,15,15,101,0,0,0
0,18,test,intact,tiny,avoid,1,1.379999995,1,-1,32,32,101,17,1,5
0,19,test,intact,account,path,0,1.10800004,0,-1,42,42,101,10,1,1
0,20,test,intact,stock,simple,1,1.299999952,1,-1,9,9,101,-33,0,1
0,21,test,intact,carry,crowd,1,1.044999957,1,-1,53,53,101,44,1,1
0,22,test,intact,busy,bound,1,0.966000021,1,-1,54,54,101,1,1,1
0,23,test,rearranged,others,massive,0,1.157999992,1,2,57,55,101,0,0,0
0,24,test,rearranged,telephone,control,0,1.797999978,1,1,38,39,101,0,0,0
0,25,test,intact,plus,attack,1,1.268000007,1,-1,13,13,101,0,0,0
0,26,test,rearranged,apply,ahead,1,2.118000031,0,4,56,52,101,0,0,0
0,27,test,rearranged,quarter,heavy,0,0.852999985,1,5,36,41,101,0,0,0
0,28,test,rearranged,detail,operation,0,0.995999992,1,5,41,36,101,0,0,0
0,29,test,intact,opening,absence,1,1.22300005,1,-1,47,47,101,0,0,0
0,30,test,intact,shock,ordinary,1,2.198999882,1,-1,25,25,101,-22,1,1
0,31,test,intact,brother,chapter,1,1.080000043,1,-1,20,20,101,-5,1,2
0,32,test,rearranged,upon,lord,0,1.57099998,1,5,2,7,101,0,0,0
0,33,test,intact,inner,died,0,1.075999975,0,-1,46,46,101,0,0,0
0,34,test,rearranged,brought,rate,0,0.888000011,1,3,5,8,101,0,0,0
0,35,test,intact,couple,foot,1,2.390000105,1,-1,31,31,101,0,0,0
0,36,test,rearranged,twenty,miss,0,1.541000009,1,5,7,2,101,0,0,0
0,37,test,rearranged,function,tradition,0,1.84800005,1,3,6,3,101,0,0,0
0,38,test,rearranged,soldiers,thoughts,0,0.824000001,1,3,37,40,101,0,0,0
0,39,test,rearranged,stick,variety,0,1.172000051,1,2,50,48,101,0,0,0
0,40,test,rearranged,circle,flow,0,3.864000082,1,4,52,56,101,0,0,0
0,41,test,rearranged,credit,aware,0,1.575999975,1,1,59,58,101,0,0,0
0,42,test,rearranged,post,talk,0,2.915999889,1,3,40,37,101,0,0,0
0,43,test,intact,rule,usual,0,1.333999991,0,-1,16,16,101,0,0,0
0,44,test,intact,free,throat,1,1.432999969,1,-1,51,51,101,35,0,1
0,45,test,intact,formal,positive,0,1.184000015,0,-1,0,0,101,-51,1,1
0,46,test,rearranged,stayed,advance,1,1.332000017,0,4,30,34,101,0,0,0
0,47,test,intact,enter,flesh,1,0.964999974,1,-1,11,11,101,0,0,0
0,48,test,intact,city,finger,1,1.317999959,1,-1,45,45,101,34,1,0
0,49,test,rearranged,analysis,civil,0,1.722000003,1,4,18,14,101,0,0,0
0,50,test,intact,technical,chosen,1,1.555999994,1,-1,22,22,101,0,0,0
0,51,test,rearranged,shirt,deal,0,1.927999973,1,5,49,44,101,0,0,0
0,52,test,rearranged,model,dropped,0,1.093000054,1,1,39,38,101,0,0,0
0,53,test,rearranged,actor,tears,0,1.027999997,1,2,48,50,101,0,0,0
0,54,test,intact,prove,airport,1,1.350000024,1,-1,4,4,101,0,0,0
0,55,test,intact,camp,invited,1,0.791999996,1,-1,24,24,101,20,1,1
0,56,test,intact,hidden,island,0,1.832000017,0,-1,33,33,101,9,1,0
0,57,test,rearranged,standing,music,1,1.524999976,0,4,34,30,101,0,0,0
0,58,test,intact,major,third,1,1.554999948,1,-1,17,17,101,0,0,0
1,-1,study,intact,board,internal,-1,-1,-1,-1,0,0,101,0,0,0
1,0,study,intact,phone,extreme,-1,-1,-1,-1,1,1,101,0,0,0
1,1,study,intact,street,driving,-1,-1,-1,-1,2,2,101,0,0,0
1,2,study,intact,black,enormous,-1,-1,-1,-1,3,3,101,0,0,0
1,3,study,intact,born,brief,-1,-1,-1,-1,4,4,101,0,0,0
1,4,study,intact,income,pleasant,-1,-1,-1,-1,5,5,101,0,0,0
1,5,study,intact,latter,lack,-1,-1,-1,-1,6,6,101,0,0,0
1,6,study,intact,south,taught,-1,-1,-1,-1,7,7,101,0,0,0
1,7,study,intact,aside,level,-1,-1,-1,-1,8,8,101,0,0,0
1,8,study,intact,hope,game,-1,-1,-1,-1,9,9,101,0,0,0
1,9,study,intact,mass,immediate,-1,-1,-1,-1,10,10,101,0,0,0
1,10,study,intact,electric,birth,-1,-1,-1,-1,11,11,101,0,0,0
1,11,study,intact,stomach,trade,-1,-1,-1,-1,12,12,101,0,0,0
1,12,study,intact,bent,worse,-1,-1,-1,-1,13,13,101,0,0,0
1,13,study,intact,theory,heard,-1,-1,-1,-1,14,14,101,0,0,0
1,14,study,intact,thousand,singing,-1,-1,-1,-1,15,15,101,0,0,0
1,15,study,intact,ones,fifty,-1,-1,-1,-1,16,16,101,0,0,0
1,16,study,intact,service,handle,-1,-1,-1,-1,17,17,101,0,0,0
1,17,study,intact,huge,speed,-1,-1,-1,-1,18,18,101,0,0,0
1,18,study,intact,kitchen,pension,-1,-1,-1,-1,19,19,101,0,0,0
1,19,study,intact,rare,seems,-1,-1,-1,-1,20,20,101,0,0,0
1,20,study,intact,available,girl,-1,-1,-1,-1,21,21,101,0,0,0
1,21,study,intact,eight,tower,-1,-1,-1,-1,22,22,101,0,0,0
1,22,study,intact,trip,write,-1,-1,-1,-1,23,23,101,0,0,0
1,23,study,intact,discuss,famous,-1,-1,-1,-1,24,24,101,0,0,0
1,24,study,intact,town,cause,-1,-1,-1,-1,25,25,101,0,0,0
1,25,study,intact,watch,destroy,-1,-1,-1,-1,26,26,101,0,0,0
1,26,study,intact,asleep,works,-1,-1,-1,-1,27,27,101,0,0,0
1,27,study,intact,filled,occasion,-1,-1,-1,-1,28,28,101,0,0,0
1,28,study,intact,above,staff,-1,-1,-1,-1,29,29,101,0,0,0
1,29,study,intact,rich,maybe,-1,-1,-1,-1,30,30,101,0,0,0
1,30,study,intact,secret,worth,-1,-1,-1,-1,31,31,101,0,0,0
1,31,study,intact,race,suggest,-1,-1,-1,-1,32,32,101,0,0,0
1,32,study,intact,green,hill,-1,-1,-1,-1,33,33,101,0,0,0
1,33,study,intact,itself,paper,-1,-1,-1,-1,34,34,101,0,0,0
1,34,study,intact,report,moving,-1,-1,-1,-1,35,35,101,0,0,0
1,35,study,intact,hanging,causes,-1,-1,-1,-1,36,36,101,0,0,0
1,36,study,intact,field,rural,-1,-1,-1,-1,37,37,101,0,0,0
1,37,study,intact,realize,bottom,-1,-1,-1,-1,38,38,101,0,0,0
1,38,study,intact,myself,actual,-1,-1,-1,-1,39,39,101,0,0,0
1,39,study,intact,ready,middle,-1,-1,-1,-1,40,40,101,0,0,0
1,40,study,intact,household,family,-1,-1,-1,-1,41,41,101,0,0,0
1,41,study,intact,rough,hung,-1,-1,-1,-1,42,42,101,0,0,0
1,42,study,intact,element,setting,-1,-1,-1,-1,43,43,101,0,0,0
1,43,study,intact,memory,arts,-1,-1,-1,-1,44,44,101,0,0,0
1,44,study,intact,dear,academic,-1,-1,-1,-1,45,45,101,0,0,0
1,45,study,intact,fire,beauty,-1,-1,-1,-1,46,46,101,0,0,0
1,46,study,intact,justice,ground,-1,-1,-1,-1,47,47,101,0,0,0
1,47,study,intact,figure,labour,-1,-1,-1,-1,48,48,101,0,0,0
1,48,study,intact,military,legs,-1,-1,-1,-1,49,49,101,0,0,0
1,49,study,intact,page,soil,-1,-1,-1,-1,50,50,101,0,0,0
1,50,study,intact,earth,east,-1,-1,-1,-1,51,51,101,0,0,0
1,51,study,intact,slowly,light,-1,-1,-1,-1,52,52,101,0,0,0
1,52,study,intact,narrow,million,-1,-1,-1,-1,53,53,101,0,0,0
1,53,study,intact,equipment,touch,-1,-1,-1,-1,54,54,101,0,0,0
1,54,study,intact,security,present,-1,-1,-1,-1,55,55,101,0,0,0
1,55,study,intact,meeting,elsewhere,-1,-1,-1,-1,56,56,101,0,0,0
1,56,study,intact,fair,lying,-1,-1,-1,-1,57,57,101,0,0,0
1,57,study,intact,opinion,whereas,-1,-1,-1,-1,58,58,101,0,0,0
1,58,study,intact,entrance,noise,-1,-1,-1,-1,59,59,101,0,0,0
1,-1,test,intact,asleep,works,1,2.631999969,1,-1,27,27,101,0,0,0
1,0,test,rearranged,stomach,worse,1,2.825999975,0,1,12,13,101,0,0,0
1,1,test,intact,opinion,whereas,1,1.751000047,1,-1,58,58,101,0,0,0
1,2,test,rearranged,race,causes,0,6.152999878,1,4,32,36,101,0,0,0
1,3,test,rearranged,page,ground,1,2.440999985,0,3,50,47,101,0,0,0
1,4,test,rearranged,justice,soil,0,3.944000006,1,3,47,50,101,0,0,0
1,5,test,rearranged,bent,trade,1,1.702000022,0,1,13,12,101,0,0,0
1,6,test,intact,narrow,million,1,1.24000001,1,-1,53,53,101,0,0,0
1,7,test,intact,myself,actual,1,0.904999971,1,-1,39,39,101,-14,1,1
1,8,test,rearranged,green,paper,0,1.351999998,1,1,33,34,101,0,0,0
1,9,test,intact,available,girl,1,1.671000004,1,-1,21,21,101,0,0,0
1,10,test,rearranged,ready,moving,0,1.38499999,1,5,40,35,101,0,0,0
1,11,test,rearranged,street,lack,0,2.680000067,1,4,2,6,101,0,0,0
1,12,test,rearranged,fire,legs,0,1.353000045,1,3,46,49,101,0,0,0
1,13,test,rearranged,latter,driving,0,3.111999989,1,4,6,2,101,0,0,0
1,14,test,intact,service,handle,1,1.269999981,1,-1,17,17,101,0,0,0
1,15,test,intact,security,present,1,0.934000015,1,-1,55,55,101,38,1,1
1,16,test,intact,filled,occasion,1,6.425000191,1,-1,28,28,101,-27,1,0
1,17,test,rearranged,hanging,suggest,1,1.291000009,0,4,36,32,101,0,0,0
1,18,test,rearranged,memory,hung,1,1.416000009,0,2,44,42,101,0,0,0
1,19,test,intact,meeting,elsewhere,1,1.942000031,1,-1,56,56,101,0,0,0
1,20,test,intact,town,cause,1,1.927000046,1,-1,25,25,101,-31,1,1
1,21,test,rearranged,discuss,destroy,0,1.963000059,1,2,24,26,101,0,0,0
1,22,test,intact,phone,extreme,1,1.093000054,1,-1,1,1,101,0,0,0
1,23,test,rearranged,household,rural,0,2.009000063,1,4,41,37,101,0,0,0
1,24,test,intact,aside,level,1,4.793000221,1,-1,8,8,101,0,0,0
1,25,test,intact,south,taught,1,1.113000035,1,-1,7,7,101,-1,1,4
1,26,test,intact,huge,speed,1,1.927999973,1,-1,18,18,101,11,1,1
1,27,test,rearranged,slowly,east,0,1.925999999,1,1,52,51,101,0,0,0
1,28,test,intact,fair,lying,1,1.797999978,1,-1,57,57,101,0,0,0
1,29,test,rearranged,rough,arts,0,1.18900001,1,2,42,44,101,0,0,0
1,30,test,rearranged,thousand,immediate,0,2.009000063,1,5,15,10,101,0,0,0
1,31,test,intact,element,setting,0,2.134000063,0,-1,43,43,101,0,0,0
1,32,test,intact,figure,labour,1,0.981999993,1,-1,48,48,101,5,0,2
1,33,test,rearranged,military,beauty,0,1.192000031,1,3,49,46,101,0,0,0
1,34,test,rearranged,field,family,0,1.562000036,1,4,37,41,101,0,0,0
1,35,test,rearranged,report,middle,0,2.388999939,1,5,35,40,101,0,0,0
1,36,test,rearranged,earth,light,0,0.917999983,1,1,51,52,101,0,0,0
1,37,test,intact,black,enormous,1,1.190000057,1,-1,3,3,101,0,0,0
1,38,test,intact,trip,write,1,1.366999984,1,-1,23,23,101,20,1,1
1,39,test,intact,electric,birth,1,1.654999971,1,-1,11,11,101,-12,1,1
1,40,test,intact,board,internal,1,0.823000014,1,-1,0,0,101,-11,1,1
1,41,test,intact,hope,game,1,0.77700001,1,-1,9,9,101,9,1,0
1,42,test,rearranged,watch,famous,0,2.855999947,1,2,26,24,101,0,0,0
1,43,test,intact,realize,bottom,1,1.338000059,1,-1,38,38,101,0,0,0
1,44,test,intact,eight,tower,1,3.848999977,1,-1,22,22,101,-16,1,1
1,45,test,rearranged,kitchen,fifty,0,1.159000039,1,3,19,16,101,0,0,0
1,46,test,rearranged,mass,singing,1,3.141000032,0,5,10,15,101,0,0,0
1,47,test,rearranged,equipment,noise,0,3.70600009,1,5,54,59,101,0,0,0
1,48,test,intact,income,pleasant,1,1.105999947,1,-1,5,5,101,0,0,0
1,49,test,rearranged,entrance,touch,0,1.429999948,1,5,59,54,101,0,0,0
1,50,test,intact,dear,academic,1,1.30400002,1,-1,45,45,101,0,0,0
1,51,test,rearranged,above,worth,1,1.542000055,0,2,29,31,101,0,0,0
1,52,test,intact,born,brief,0,1.067000031,0,-1,4,4,101,0,0,0
1,53,test,intact,rich,maybe,1,1.557999969,1,-1,30,30,101,26,0,1
1,54,test,rearranged,itself,hill,0,3.285000086,1,1,34,33,101,0,0,0
1,55,test,rearranged,ones,pension,0,3.092999935,1,3,16,19,101,0,0,0
1,56,test,intact,rare,seems,0,1.22300005,0,-1,20,20,101,0,0,0
1,57,test,intact,theory,heard,0,1.973999977,0,-1,14,14,101,-6,0,1
1,58,test,rearranged,secret,staff,1,1.302000046,0,2,31,29,101,0,0,0
2,-1,study,intact,group,follow,-1,-1,-1,-1,0,0,101,0,0,0
2,0,study,intact,lead,mention,-1,-1,-1,-1,1,1,101,0,0,0
2,1,study,intact,paying,tall,-1,-1,-1,-1,2,2,101,0,0,0
2,2,study,intact,expensive,live,-1,-1,-1,-1,3,3,101,0,0,0
2,3,study,intact,enjoy,beneath,-1,-1,-1,-1,4,4,101,0,0,0
2,4,study,intact,onto,firmly,-1,-1,-1,-1,5,5,101,0,0,0
2,5,study,intact,plays,fast,-1,-1,-1,-1,6,6,101,0,0,0
2,6,study,intact,doing,president,-1,-1,-1,-1,7,7,101,0,0,0
2,7,study,intact,blow,alive,-1,-1,-1,-1,8,8,101,0,0,0
2,8,study,intact,complete,process,-1,-1,-1,-1,9,9,101,0,0,0
2,9,study,intact,throw,marriage,-1,-1,-1,-1,10,10,101,0,0,0
2,10,study,intact,common,keep,-1,-1,-1,-1,11,11,101,0,0,0
2,11,study,intact,sheep,issue,-1,-1,-1,-1,12,12,101,0,0,0
2,12,study,intact,tonight,hospital,-1,-1,-1,-1,13,13,101,0,0,0
2,13,study,intact,area,conflict,-1,-1,-1,-1,14,14,101,0,0,0
2,14,study,intact,sister,resources,-1,-1,-1,-1,15,15,101,0,0,0
2,15,study,intact,window,position,-1,-1,-1,-1,16,16,101,0,0,0
2,16,study,intact,final,cloth,-1,-1,-1,-1,17,17,101,0,0,0
2,17,study,intact,shook,proposed,-1,-1,-1,-1,18,18,101,0,0,0
2,18,study,intact,object,library,-1,-1,-1,-1,19,19,101,0,0,0
2,19,study,intact,total,using,-1,-1,-1,-1,20,20,101,0,0,0
2,20,study,intact,murder,castle,-1,-1,-1,-1,21,21,101,0,0,0
2,21,study,intact,welcome,shall,-1,-1,-1,-1,22,22,101,0,0,0
2,22,study,intact,salt,judge,-1,-1,-1,-1,23,23,101,0,0,0
2,23,study,intact,bear,parent,-1,-1,-1,-1,24,24,101,0,0,0
2,24,study,intact,role,drove,-1,-1,-1,-1,25,25,101,0,0,0
2,25,study,intact,moment,either,-1,-1,-1,-1,26,26,101,0,0,0
2,26,study,intact,shape,supply,-1,-1,-1,-1,27,27,101,0,0,0
2,27,study,intact,probably,round,-1,-1,-1,-1,28,28,101,0,0,0
2,28,study,intact,nice,amount,-1,-1,-1,-1,29,29,101,0,0,0
2,29,study,intact,across,radical,-1,-1,-1,-1,30,30,101,0,0,0
2,30,study,intact,history,prepared,-1,-1,-1,-1,31,31,101,0,0,0
2,31,study,intact,hard,bones,-1,-1,-1,-1,32,32,101,0,0,0
2,32,study,intact,term,locked,-1,-1,-1,-1,33,33,101,0,0,0
2,33,study,intact,heart,ears,-1,-1,-1,-1,34,34,101,0,0,0
2,34,study,intact,bought,value,-1,-1,-1,-1,35,35,101,0,0,0
2,35,study,intact,increase,type,-1,-1,-1,-1,36,36,101,0,0,0
2,36,study,intact,price,power,-1,-1,-1,-1,37,37,101,0,0,0
2,37,study,intact,afford,cannot,-1,-1,-1,-1,38,38,101,0,0,0
2,38,study,intact,till,smile,-1,-1,-1,-1,39,39,101,0,0,0
2,39,study,intact,display,captain,-1,-1,-1,-1,40,40,101,0,0,0
2,40,study,intact,newspaper,front,-1,-1,-1,-1,41,41,101,0,0,0
2,41,study,intact,poor,below,-1,-1,-1,-1,42,42,101,0,0,0
2,42,study,intact,repeated,fault,-1,-1,-1,-1,43,43,101,0,0,0
2,43,study,intact,gesture,nuclear,-1,-1,-1,-1,44,44,101,0,0,0
2,44,study,intact,protect,sick,-1,-1,-1,-1,45,45,101,0,0,0
2,45,study,intact,effort,film,-1,-1,-1,-1,46,46,101,0,0,0
2,46,study,intact,adult,somewhere,-1,-1,-1,-1,47,47,101,0,0,0
2,47,study,intact,telling,answer,-1,-1,-1,-1,48,48,101,0,0,0
2,48,study,intact,special,chair,-1,-1,-1,-1,49,49,101,0,0,0
2,49,study,intact,plane,seven,-1,-1,-1,-1,50,50,101,0,0,0
2,50,study,intact,message,emotional,-1,-1,-1,-1,51,51,101,0,0,0
2,51,study,intact,similar,worry,-1,-1,-1,-1,52,52,101,0,0,0
2,52,study,intact,cases,alone,-1,-1,-1,-1,53,53,101,0,0,0
2,53,study,intact,dance,parts,-1,-1,-1,-1,54,54,101,0,0,0
2,54,study,intact,division,ended,-1,-1,-1,-1,55,55,101,0,0,0
2,55,study,intact,unable,section,-1,-1,-1,-1,56,56,101,0,0,0
2,56,study,intact,paint,mark,-1,-1,-1,-1,57,57,101,0,0,0
2,57,study,intact,interest,chest,-1,-1,-1,-1,58,58,101,0,0,0
2,58,study,intact,union,date,-1,-1,-1,-1,59,59,101,0,0,0
2,-1,test,rearranged,paying,mention,0,1.875,1,1,2,1,101,0,0,0
2,0,test,rearranged,union,section,1,1.282999992,0,3,59,56,101,0,0,0
2,1,test,rearranged,similar,answer,0,2.194000006,1,4,52,48,101,0,0,0
2,2,test,intact,interest,chest,1,1.411000013,1,-1,58,58,101,0,0,0
2,3,test,intact,enjoy,beneath,1,2.114000082,1,-1,4,4,101,-54,1,1
2,4,test,rearranged,special,alone,0,2.167999983,1,4,49,53,101,0,0,0
2,5,test,rearranged,cases,chair,0,1.440999985,1,4,53,49,101,0,0,0
2,6,test,rearranged,term,bones,0,3.269999981,1,1,33,32,101,0,0,0
2,7,test,rearranged,probably,prepared,0,6.019999981,1,3,28,31,101,0,0,0
2,8,test,rearranged,plays,live,0,2.403000116,1,3,6,3,101,0,0,0
2,9,test,intact,price,power,1,1.376999974,1,-1,37,37,101,0,0,0
2,10,test,rearranged,history,round,0,1.539000034,1,3,31,28,101,0,0,0
2,11,test,intact,sheep,issue,1,2.296000004,1,-1,12,12,101,0,0,0
2,12,test,intact,onto,firmly,0,1.572999954,0,-1,5,5,101,-7,1,2
2,13,test,rearranged,poor,captain,0,0.978999972,1,2,42,40,101,0,0,0
2,14,test,intact,moment,either,0,2.578999996,0,-1,26,26,101,0,0,0
2,15,test,intact,total,using,0,3.315000057,0,-1,20,20,101,-6,0,2
2,16,test,rearranged,area,position,0,1.444000006,1,2,14,16,101,0,0,0
2,17,test,intact,division,ended,1,1.360999942,1,-1,55,55,101,0,0,0
2,18,test,rearranged,salt,drove,0,1.332000017,1,2,23,25,101,0,0,0
2,19,test,intact,newspaper,front,1,0.949000001,1,-1,41,41,101,0,0,0
2,20,test,rearranged,throw,resources,0,7.670000076,1,5,10,15,101,0,0,0
2,21,test,intact,repeated,fault,0,1.524999976,0,-1,43,43,101,0,0,0
2,22,test,intact,paint,mark,1,0.880999982,1,-1,57,57,101,14,0,1
2,23,test,rearranged,expensive,fast,0,1.473999977,1,3,3,6,101,0,0,0
2,24,test,rearranged,display,below,0,1.63499999,1,2,40,42,101,0,0,0
2,25,test,intact,bought,value,0,1.299000025,0,-1,35,35,101,0,0,0
2,26,test,rearranged,across,amount,0,2.851000071,1,1,30,29,101,0,0,0
2,27,test,rearranged,unable,date,0,1.409999967,1,3,56,59,101,0,0,0
2,28,test,intact,afford,cannot,1,1.218000054,1,-1,38,38,101,0,0,0
2,29,test,rearranged,tonight,cloth,0,1.202999949,1,4,13,17,101,0,0,0
2,30,test,intact,gesture,nuclear,1,1.072999954,1,-1,44,44,101,0,0,0
2,31,test,rearranged,lead,tall,1,1.664000034,0,1,1,2,101,0,0,0
2,32,test,intact,protect,sick,1,1.363000035,1,-1,45,45,101,0,0,0
2,33,test,intact,doing,president,1,6.004000187,1,-1,7,7,101,-38,1,1
2,34,test,rearranged,hard,locked,0,2.499000072,1,1,32,33,101,0,0,0
2,35,test,rearranged,window,conflict,0,1.348999977,1,2,16,14,101,0,0,0
2,36,test,intact,effort,film,1,2.818000078,1,-1,46,46,101,0,0,0
2,37,test,intact,murder,castle,0,1.521999955,0,-1,21,21,101,-25,1,2
2,38,test,intact,till,smile,1,1.108999968,1,-1,39,39,101,18,0,1
2,39,test,rearranged,sister,marriage,0,1.202999949,1,5,15,10,101,0,0,0
2,40,test,intact,shook,proposed,1,2.803999901,1,-1,18,18,101,0,0,0
2,41,test,rearranged,nice,radical,0,1.922000051,1,1,29,30,101,0,0,0
2,42,test,intact,blow,alive,1,3.928999901,1,-1,8,8,101,0,0,0
2,43,test,rearranged,final,hospital,0,4.21600008,1,4,17,13,101,0,0,0
2,44,test,intact,message,emotional,0,1.15199995,0,-1,51,51,101,0,0,0
2,45,test,rearranged,welcome,supply,0,0.901000023,1,5,22,27,101,0,0,0
2,46,test,rearranged,bear,library,0,1.794999957,1,5,24,19,101,0,0,0
2,47,test,intact,adult,somewhere,1,1.536999941,1,-1,47,47,101,0,0,0
